,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
24,,procopius,,,,LSch,positiv,15570,CATMA_4DE08D00-90F9-4254-A94B-BAD3F3CA3B40,11,Emotionen der Freude,positiv,15517,Freude,Vielmehr daß Sie jhr Glück auch in dem Kercker finde.,"['Vielmehr', 'daß', 'Sie', 'jhr', 'Glück', 'auch', 'in', 'dem', 'Kercker', 'finde', '.']",
25,catharina,demetrius,,,,LSch,positiv,15634,CATMA_9FE2235D-A94A-49A9-9533-2D431C6A3900,13,Emotionen der Freude,positiv,15583,Freude,"Ihr Glück in diesem Hoff? in dem nur Mord vnd Tod!
","['Ihr', 'Glück', 'in', 'diesem', 'Hoff', '?', 'in', 'dem', 'nur', 'Mord', 'vnd', 'Tod', '!']",
26,catharina,procopius,,,,LSch,negativ,15701,CATMA_8D2A8BDE-ED2E-471B-BD03-5148AF37C81E,12,Emotionen des Leids,negativ,15646,Leid,Man fand die höchste Hülff / offt in der höchsten Noth.,"['Man', 'fand', 'die', 'höchste', 'Hülff', '/', 'offt', 'in', 'der', 'höchsten', 'Noth', '.']",
27,,demetrius,,,,LSch,positiv,15763,CATMA_72DEAB0C-91E6-43CB-A613-FBBF54531A37,10,Emotionen der Zuneigung,positiv,15714,Liebe,"Wie lang' hat Tamaras Sie nun vmbsonst begehret?
","['Wie', 'lang', ""'"", 'hat', 'Tamaras', 'Sie', 'nun', 'vmbsonst', 'begehret', '?']",
28,demetrius,,,,,LSch,Emotionale Bewegtheit,16006,CATMA_6DE60BA1-E493-4DDE-AB3C-ABFC79CEEB58,10,Emotionale Bewegtheit,Emotionale Bewegtheit,15957,Emotionale Bewegtheit,"Ist Reussen denn so viel an vnserm Heil gelegen?
","['Ist', 'Reussen', 'denn', 'so', 'viel', 'an', 'vnserm', 'Heil', 'gelegen', '?']",
29,demetrius,,,,,LSch,Emotionale Bewegtheit,16269,CATMA_7FEF5032-0F48-4C56-875A-5A52E36D7E96,13,Emotionale Bewegtheit,Emotionale Bewegtheit,16211,Emotionale Bewegtheit,"Auß Persen der Gewin? Ist Abas euch so neue
Der Bluthund.
","['Auß', 'Persen', 'der', 'Gewin', '?', 'Ist', 'Abas', 'euch', 'so', 'neue', 'Der', 'Bluthund', '.']",
30,unpersönlich,demetrius,,,,LSch,negativ,16917,CATMA_9A89334F-D882-4A61-B994-3071075A3DE2,10,Emotionen des Leids,negativ,16865,Leid,Gewiß nicht schlechte Pein wo nicht die gröste Lust.,"['Gewiß', 'nicht', 'schlechte', 'Pein', 'wo', 'nicht', 'die', 'gröste', 'Lust', '.']",
31,unpersönlich,demetrius,,,,LSch,positiv,16917,CATMA_675DD5C8-1E82-416F-B171-04EE586C1D73,10,Emotionen der Freude,positiv,16865,Freude,Gewiß nicht schlechte Pein wo nicht die gröste Lust.,"['Gewiß', 'nicht', 'schlechte', 'Pein', 'wo', 'nicht', 'die', 'gröste', 'Lust', '.']",
32,,,,,,LSch,Emotionale Bewegtheit,17035,CATMA_743FD9D4-A474-4FBC-B5AC-38E846408569,23,Emotionale Bewegtheit,Emotionale Bewegtheit,16918,Emotionale Bewegtheit,"Mir ist ich weis nicht wie / mir ligt was auff der Brust
Ich schmachte zwischen Furcht / Verlangen / Angst vnd Hoffen","['Mir', 'ist', 'ich', 'weis', 'nicht', 'wie', '/', 'mir', 'ligt', 'was', 'auff', 'der', 'Brust', 'Ich', 'schmachte', 'zwischen', 'Furcht', '/', 'Verlangen', '/', 'Angst', 'vnd', 'Hoffen']",
33,,,,,,LSch,negativ,19475,CATMA_8A477AE8-5A50-4FC3-A079-535F3B20B5CC,379,Emotionen des Leids,negativ,17583,Leid,"Wir aber wir allein

Vergehen in der Angst. Die Finsternüß der Pein
Deß Kerckers grause Noth / die Fässel so vns binden
In frembder Tyranney / sind ewig hir zu finden.
Wir wündtschen: sonder Rath! wir hoffen: sonder Grund!
Wir bitten: sonder Trost! der auffgesprengte Schlund
Der Hellen kracht vns an / der Himmel leert die Keyle
Der Donner auff vns auß / die Schwefel-lichten Pfeile
Betrübte Königin! (ich klage nicht vmb mich.)
Betrübte Königin! verwunden ewig dich.
Du aller Fürsten Fürst wie lange wilst du wütten!
Ist dein grundgüttig Hertz nicht weiter zu erbitten.
Sol die / die auff dich traut die Völcker ewig sehn
So trotzen vber sich / die deinen Nahmen schmähn.
Die vnser herbe Noth für deine Schand außbreiten /
Die eine schlechte Fraw durch Macht vnd List bestreiten.
Mein JEsus schaw vns an reiß diese Wolck entzwey
Die dein Gesicht verdeckt / vnd gib die Seele frey
Die in dem Garn verstrickt. Wer reget mein Gemütte?
Mein kalter Geist entbrennt. Gibst du auff was ich bitte
Allwissend Wesen / acht? wie? oder fühlt mein Hertz
Vorbotten neuer Angst? kan jrgend noch ein Schmertz
Für vns vorhanden seyn? wie daß ich nicht vernommen
Die so auß Gurgistan vns zu besuchen kommen?
Sie haben ja der Thür auch nicht der Zeit verfehlt /
Die gestern beyderseits in höchster Eyl erwehlt?
Ach! hab ich wol zu späth mich an den Ort gefunden?
Ach hat der Wächter Grimm sie etwan schon gebunden!
Verzih ich? such ich! Nein! dein Leben laufft gefahr
Wo renst du arme hin? wo? nach der Todten-Bar
Sol ich vergebens denn Sie nach der Angst bemühen /
Sol ich der Königin die Mittel gantz entzihen

Die vns der Himmel zeigt? nein warlich! Salome!
Wag alles was du kanst / kanst du nicht mehr! vergeh!
Dort seh ich beyde / nein! doch ja! O werd zu preisen
Die einig sich getrew in vnserm Weh erweisen /
Die nun der Plitzen Grimm hat über vns gesigt
Noch suchen jhre Fraw die in den Banden ligt /
","['Wir', 'aber', 'wir', 'allein', 'Vergehen', 'in', 'der', 'Angst', '.', 'Die', 'Finsternüß', 'der', 'Pein', 'Deß', 'Kerckers', 'grause', 'Noth', '/', 'die', 'Fässel', 'so', 'vns', 'binden', 'In', 'frembder', 'Tyranney', '/', 'sind', 'ewig', 'hir', 'zu', 'finden', '.', 'Wir', 'wündtschen', ':', 'sonder', 'Rath', '!', 'wir', 'hoffen', ':', 'sonder', 'Grund', '!', 'Wir', 'bitten', ':', 'sonder', 'Trost', '!', 'der', 'auffgesprengte', 'Schlund', 'Der', 'Hellen', 'kracht', 'vns', 'an', '/', 'der', 'Himmel', 'leert', 'die', 'Keyle', 'Der', 'Donner', 'auff', 'vns', 'auß', '/', 'die', 'Schwefel-lichten', 'Pfeile', 'Betrübte', 'Königin', '!', '(', 'ich', 'klage', 'nicht', 'vmb', 'mich.', ')', 'Betrübte', 'Königin', '!', 'verwunden', 'ewig', 'dich', '.', 'Du', 'aller', 'Fürsten', 'Fürst', 'wie', 'lange', 'wilst', 'du', 'wütten', '!', 'Ist', 'dein', 'grundgüttig', 'Hertz', 'nicht', 'weiter', 'zu', 'erbitten', '.', 'Sol', 'die', '/', 'die', 'auff', 'dich', 'traut', 'die', 'Völcker', 'ewig', 'sehn', 'So', 'trotzen', 'vber', 'sich', '/', 'die', 'deinen', 'Nahmen', 'schmähn', '.', 'Die', 'vnser', 'herbe', 'Noth', 'für', 'deine', 'Schand', 'außbreiten', '/', 'Die', 'eine', 'schlechte', 'Fraw', 'durch', 'Macht', 'vnd', 'List', 'bestreiten', '.', 'Mein', 'JEsus', 'schaw', 'vns', 'an', 'reiß', 'diese', 'Wolck', 'entzwey', 'Die', 'dein', 'Gesicht', 'verdeckt', '/', 'vnd', 'gib', 'die', 'Seele', 'frey', 'Die', 'in', 'dem', 'Garn', 'verstrickt', '.', 'Wer', 'reget', 'mein', 'Gemütte', '?', 'Mein', 'kalter', 'Geist', 'entbrennt', '.', 'Gibst', 'du', 'auff', 'was', 'ich', 'bitte', 'Allwissend', 'Wesen', '/', 'acht', '?', 'wie', '?', 'oder', 'fühlt', 'mein', 'Hertz', 'Vorbotten', 'neuer', 'Angst', '?', 'kan', 'jrgend', 'noch', 'ein', 'Schmertz', 'Für', 'vns', 'vorhanden', 'seyn', '?', 'wie', 'daß', 'ich', 'nicht', 'vernommen', 'Die', 'so', 'auß', 'Gurgistan', 'vns', 'zu', 'besuchen', 'kommen', '?', 'Sie', 'haben', 'ja', 'der', 'Thür', 'auch', 'nicht', 'der', 'Zeit', 'verfehlt', '/', 'Die', 'gestern', 'beyderseits', 'in', 'höchster', 'Eyl', 'erwehlt', '?', 'Ach', '!', 'hab', 'ich', 'wol', 'zu', 'späth', 'mich', 'an', 'den', 'Ort', 'gefunden', '?', 'Ach', 'hat', 'der', 'Wächter', 'Grimm', 'sie', 'etwan', 'schon', 'gebunden', '!', 'Verzih', 'ich', '?', 'such', 'ich', '!', 'Nein', '!', 'dein', 'Leben', 'laufft', 'gefahr', 'Wo', 'renst', 'du', 'arme', 'hin', '?', 'wo', '?', 'nach', 'der', 'Todten-Bar', 'Sol', 'ich', 'vergebens', 'denn', 'Sie', 'nach', 'der', 'Angst', 'bemühen', '/', 'Sol', 'ich', 'der', 'Königin', 'die', 'Mittel', 'gantz', 'entzihen', 'Die', 'vns', 'der', 'Himmel', 'zeigt', '?', 'nein', 'warlich', '!', 'Salome', '!', 'Wag', 'alles', 'was', 'du', 'kanst', '/', 'kanst', 'du', 'nicht', 'mehr', '!', 'vergeh', '!', 'Dort', 'seh', 'ich', 'beyde', '/', 'nein', '!', 'doch', 'ja', '!', 'O', 'werd', 'zu', 'preisen', 'Die', 'einig', 'sich', 'getrew', 'in', 'vnserm', 'Weh', 'erweisen', '/', 'Die', 'nun', 'der', 'Plitzen', 'Grimm', 'hat', 'über', 'vns', 'gesigt', 'Noch', 'suchen', 'jhre', 'Fraw', 'die', 'in', 'den', 'Banden', 'ligt', '/']",
34,,,,,,LSch,negativ,17626,CATMA_F3AAE69A-FFB7-45FD-A766-E44E43B1AD8B_0,9,Emotionen der Angst,negativ,17583,Angst,"Wir aber wir allein

Vergehen in der Angst.","['Wir', 'aber', 'wir', 'allein', 'Vergehen', 'in', 'der', 'Angst', '.']",
35,,,,,,LSch,negativ,18648,CATMA_F3AAE69A-FFB7-45FD-A766-E44E43B1AD8B_1,8,Emotionen der Angst,negativ,18604,Angst,"oder fühlt mein Hertz
Vorbotten neuer Angst?","['oder', 'fühlt', 'mein', 'Hertz', 'Vorbotten', 'neuer', 'Angst', '?']",
36,,,,,,LSch,negativ,19129,CATMA_F3AAE69A-FFB7-45FD-A766-E44E43B1AD8B_2,9,Emotionen der Angst,negativ,19080,Angst,Sol ich vergebens denn Sie nach der Angst bemühen,"['Sol', 'ich', 'vergebens', 'denn', 'Sie', 'nach', 'der', 'Angst', 'bemühen']",
37,salome,,,Ereignis,,LSch,Emotionale Bewegtheit,19790,CATMA_BBA1D19C-9303-4668-A6A5-62F24C8265EC,6,Emotionale Bewegtheit,Emotionale Bewegtheit,19764,Emotionale Bewegtheit,Ach möcht es Gott beliben!,"['Ach', 'möcht', 'es', 'Gott', 'beliben', '!']",
38,demetrius,,catharina,,,LSch,positiv,19972,CATMA_88340EDC-2C68-4CDE-B3A4-4C4FACF1A78B,15,Emotionen der Zuneigung,positiv,19900,Verehrung,"Ist denn kein Mittel nicht
Zu küssen jhre Faust? zu schauen jhr Gesicht?","['Ist', 'denn', 'kein', 'Mittel', 'nicht', 'Zu', 'küssen', 'jhre', 'Faust', '?', 'zu', 'schauen', 'jhr', 'Gesicht', '?']",
39,salome,,,,,LSch,Emotionale Bewegtheit,20007,CATMA_249108B4-EE75-4EB3-9DF9-FC01EEFBB9FB,6,Emotionale Bewegtheit,Emotionale Bewegtheit,19983,Emotionale Bewegtheit,Seid ihr deß Lebens müd?,"['Seid', 'ihr', 'deß', 'Lebens', 'müd', '?']",
40,,,catharina,,,LSch,positiv,20074,CATMA_C4CDA863-76C0-4B7D-B981-63C7F3DEF5AF,12,Emotionen der Zuneigung,positiv,20020,Verehrung,"Ha! könt ich besser sterben
Als in dem schönen Dienst?","['Ha', '!', 'könt', 'ich', 'besser', 'sterben', 'Als', 'in', 'dem', 'schönen', 'Dienst', '?']",
41,,,,,,LSch,Emotionale Bewegtheit,20325,CATMA_096DE500-3FBD-4EFB-BFCE-BABEA0B90B2E,52,Emotionale Bewegtheit,Emotionale Bewegtheit,20085,Emotionale Bewegtheit,"Ihr sucht vns zu verderben
Vnd ringt nach eurer Grufft. Jedoch; was felt mir ein?
Die Thür ist sonder Wach / folgt eilends mir herein.
Steht vns der Himmel bey. So weiß Er euch zu führen
Wo nicht: so wird die Trew doch vnser Grabmal zihren
","['Ihr', 'sucht', 'vns', 'zu', 'verderben', 'Vnd', 'ringt', 'nach', 'eurer', 'Grufft', '.', 'Jedoch', ';', 'was', 'felt', 'mir', 'ein', '?', 'Die', 'Thür', 'ist', 'sonder', 'Wach', '/', 'folgt', 'eilends', 'mir', 'herein', '.', 'Steht', 'vns', 'der', 'Himmel', 'bey', '.', 'So', 'weiß', 'Er', 'euch', 'zu', 'führen', 'Wo', 'nicht', ':', 'so', 'wird', 'die', 'Trew', 'doch', 'vnser', 'Grabmal', 'zihren']",
42,,,,,,LSch,negativ,23997,CATMA_4C12006B-6924-494A-900F-E7975270864D,702,Emotionen der Angst,negativ,20392,Verzweiflung,"Beherrscher diser Welt / der vnser Tage zehlt
Vnd die / die eh' als Erd vnd Himmel stund / erwehlt
Durch Hohn vnd Schmertzen übt / wie lange sol ich leiden?

Wenn heissest du die Seel' auß diesen Gliedern scheiden?
Die jmmer stetes Ach mit heisser Pein beschwert.
Die tausendfaches Leid durch lange Qual verzehrt.
Was hab ich von Kind auff vor Wehmuth nicht empfunden?
Was fühlt diß Hertze nicht vor allzeit frische Wunden?
Weil der betrübte Tag diß Angesicht bestralt!
Ist nicht mein Purpurkleid durchaus mit Blut gemalt!
Ihr die jhr Fürsten hoch vnd mehr denn Seelig schätzet!
Schau't an wie manche Noth das Schwerdt auff mich gewetzet:
Die Eltern rühr' ich nicht / die ich schon da verlohr;
Als Alexander mich zu seiner Schnur erkohr.
Wer wündtschte mir nicht Glück als man auff dise Hare
Gurgistans Crone band / als in noch zartem Jahre
Der Printz Georgiens mich an die Seiten nam /
Vnd seines Zepters Gold in dise Rechte kam;
Wer jauchtzte nicht als ich den Tamaras geboren
Der zu deß Reiches Schirm vnd Hoffnung schien erkoren?
Ihr Armen! schaut vns an: was vns der Himmel gibt;
Sind Mittel dadurch Er / so bald Er zürnt / betrübt.
Wie offt saß ich bethränt so bald mein Schwäher klagte /
Vnd sein abtrünnig Blutt vor Gottes Recht außtagte!
Wenn er die greisen Har von seinem Schädel riß

Vnd Seufftzer / Fluch vnd Weh auff seinen Sohn außstiß
Wenn er das Licht verflucht das Constantin beschauet
Der mehr auff Persens Hoff denn Gottes Bund getrauet
Wenn er das letzte Kind mein werthes Ehgemahl
Als Balsam herber Wund' als Trost erhitzter Qual
Mit nassen Wangen küst'. Ach! diß ist nicht zu setzen /
Bey diser Plagen Heer die mein Gemütt verletzen!
Diß war ein Donnerschlag der durch die Seele ging /
Vnd mein getroffen Hertz mit lichter Glut vmbfing;
Als ich mein zartes Kind dem Abas schicken muste
Das wenig oder nichts von Gott vnd Eltern wuste.
Bald zog das Weter auff das mit geschwinder Macht
Auff meines Schwähers Haubt vnd Ehgemahl erkracht.
Mein Schwäher fil dahin durch seines Sohnes Wunden
Mein König hat den Tod ins Brudern Hand gefunden /
Der grimme Constantin (O rasend-toller Mutt!)
Hat mit deß Brudern Leich' vnd greisen Vaters Blutt
Sein Gast Pancket befleckt. Kan wol ein Mensch ersinnen
Mit was Gemütt ich Mann vnd Schwäher schauen können
Vom Schwager selbst entleibt? Wie sich mein Geist entsetzt /
Als dieses Tygerthir das mich so hoch verletzt /
Mir Bett' vnd Eh' anboth? Blutschänder! must ich hören:
Daß du deß Bruders Weib gedachtest zu entehren /
Noch warm von seinem Mord! als dises Leid verging;
Sah' ich den neuen Sturm der in den Lüfften hing /
Vnd gantz Georgien durch jnnenländsche Krige
In Flamme Rauch vnd Grauß vnd ungeheure Sige /
Zu stürtzen mächtig war. Biß der Tyranne kam
Vnd mich auß meinem Thron mit in den Kercker nam.
Was hab ich nicht gesehn! was hab ich nicht erlitten!
Was hab ich nicht beklagt! wie bin ich nicht bestritten!
Was hab ich nicht erlebt! vnd was erfahr ich noch!

Erlöser! Ach wie lang zih ich in disem Joch.
Wie fern von meinem Hoff! vnd weggeraubter Crone!
Vnd vmbgekehrten Reich! vnd dem verjagten Sohne!
Mein Kind! mein Tamaras! hat dich der Persen Schwerdt
Hat dich der grimme Brand Armeniens verzehrt!
Ist noch von Gurgistan ein Steinhauff vberblieben!
Ist wer den Abas nicht ins Elend hat vertrieben!
Ist jemand auff der Welt der meine Noth beklag!
Der / ob ich lebend sey / ob ich verschiden / frag!
Ich weiß es selber nicht. Mein Leben ist beschlossen;
Doch schnaub ich in der Angst. Mein Blut ist nicht vergossen;
Doch bin ich mehr denn Tod / die Erde deckt mich nicht;
Doch schleust deß Kerckers Nacht mein trübes Angesicht.
","['Beherrscher', 'diser', 'Welt', '/', 'der', 'vnser', 'Tage', 'zehlt', 'Vnd', 'die', '/', 'die', 'eh', ""'"", 'als', 'Erd', 'vnd', 'Himmel', 'stund', '/', 'erwehlt', 'Durch', 'Hohn', 'vnd', 'Schmertzen', 'übt', '/', 'wie', 'lange', 'sol', 'ich', 'leiden', '?', 'Wenn', 'heissest', 'du', 'die', 'Seel', ""'"", 'auß', 'diesen', 'Gliedern', 'scheiden', '?', 'Die', 'jmmer', 'stetes', 'Ach', 'mit', 'heisser', 'Pein', 'beschwert', '.', 'Die', 'tausendfaches', 'Leid', 'durch', 'lange', 'Qual', 'verzehrt', '.', 'Was', 'hab', 'ich', 'von', 'Kind', 'auff', 'vor', 'Wehmuth', 'nicht', 'empfunden', '?', 'Was', 'fühlt', 'diß', 'Hertze', 'nicht', 'vor', 'allzeit', 'frische', 'Wunden', '?', 'Weil', 'der', 'betrübte', 'Tag', 'diß', 'Angesicht', 'bestralt', '!', 'Ist', 'nicht', 'mein', 'Purpurkleid', 'durchaus', 'mit', 'Blut', 'gemalt', '!', 'Ihr', 'die', 'jhr', 'Fürsten', 'hoch', 'vnd', 'mehr', 'denn', 'Seelig', 'schätzet', '!', ""Schau't"", 'an', 'wie', 'manche', 'Noth', 'das', 'Schwerdt', 'auff', 'mich', 'gewetzet', ':', 'Die', 'Eltern', 'rühr', ""'"", 'ich', 'nicht', '/', 'die', 'ich', 'schon', 'da', 'verlohr', ';', 'Als', 'Alexander', 'mich', 'zu', 'seiner', 'Schnur', 'erkohr', '.', 'Wer', 'wündtschte', 'mir', 'nicht', 'Glück', 'als', 'man', 'auff', 'dise', 'Hare', 'Gurgistans', 'Crone', 'band', '/', 'als', 'in', 'noch', 'zartem', 'Jahre', 'Der', 'Printz', 'Georgiens', 'mich', 'an', 'die', 'Seiten', 'nam', '/', 'Vnd', 'seines', 'Zepters', 'Gold', 'in', 'dise', 'Rechte', 'kam', ';', 'Wer', 'jauchtzte', 'nicht', 'als', 'ich', 'den', 'Tamaras', 'geboren', 'Der', 'zu', 'deß', 'Reiches', 'Schirm', 'vnd', 'Hoffnung', 'schien', 'erkoren', '?', 'Ihr', 'Armen', '!', 'schaut', 'vns', 'an', ':', 'was', 'vns', 'der', 'Himmel', 'gibt', ';', 'Sind', 'Mittel', 'dadurch', 'Er', '/', 'so', 'bald', 'Er', 'zürnt', '/', 'betrübt', '.', 'Wie', 'offt', 'saß', 'ich', 'bethränt', 'so', 'bald', 'mein', 'Schwäher', 'klagte', '/', 'Vnd', 'sein', 'abtrünnig', 'Blutt', 'vor', 'Gottes', 'Recht', 'außtagte', '!', 'Wenn', 'er', 'die', 'greisen', 'Har', 'von', 'seinem', 'Schädel', 'riß', 'Vnd', 'Seufftzer', '/', 'Fluch', 'vnd', 'Weh', 'auff', 'seinen', 'Sohn', 'außstiß', 'Wenn', 'er', 'das', 'Licht', 'verflucht', 'das', 'Constantin', 'beschauet', 'Der', 'mehr', 'auff', 'Persens', 'Hoff', 'denn', 'Gottes', 'Bund', 'getrauet', 'Wenn', 'er', 'das', 'letzte', 'Kind', 'mein', 'werthes', 'Ehgemahl', 'Als', 'Balsam', 'herber', 'Wund', ""'"", 'als', 'Trost', 'erhitzter', 'Qual', 'Mit', 'nassen', 'Wangen', 'küst', ""'"", '.', 'Ach', '!', 'diß', 'ist', 'nicht', 'zu', 'setzen', '/', 'Bey', 'diser', 'Plagen', 'Heer', 'die', 'mein', 'Gemütt', 'verletzen', '!', 'Diß', 'war', 'ein', 'Donnerschlag', 'der', 'durch', 'die', 'Seele', 'ging', '/', 'Vnd', 'mein', 'getroffen', 'Hertz', 'mit', 'lichter', 'Glut', 'vmbfing', ';', 'Als', 'ich', 'mein', 'zartes', 'Kind', 'dem', 'Abas', 'schicken', 'muste', 'Das', 'wenig', 'oder', 'nichts', 'von', 'Gott', 'vnd', 'Eltern', 'wuste', '.', 'Bald', 'zog', 'das', 'Weter', 'auff', 'das', 'mit', 'geschwinder', 'Macht', 'Auff', 'meines', 'Schwähers', 'Haubt', 'vnd', 'Ehgemahl', 'erkracht', '.', 'Mein', 'Schwäher', 'fil', 'dahin', 'durch', 'seines', 'Sohnes', 'Wunden', 'Mein', 'König', 'hat', 'den', 'Tod', 'ins', 'Brudern', 'Hand', 'gefunden', '/', 'Der', 'grimme', 'Constantin', '(', 'O', 'rasend-toller', 'Mutt', '!', ')', 'Hat', 'mit', 'deß', 'Brudern', 'Leich', ""'"", 'vnd', 'greisen', 'Vaters', 'Blutt', 'Sein', 'Gast', 'Pancket', 'befleckt', '.', 'Kan', 'wol', 'ein', 'Mensch', 'ersinnen', 'Mit', 'was', 'Gemütt', 'ich', 'Mann', 'vnd', 'Schwäher', 'schauen', 'können', 'Vom', 'Schwager', 'selbst', 'entleibt', '?', 'Wie', 'sich', 'mein', 'Geist', 'entsetzt', '/', 'Als', 'dieses', 'Tygerthir', 'das', 'mich', 'so', 'hoch', 'verletzt', '/', 'Mir', 'Bett', ""'"", 'vnd', 'Eh', ""'"", 'anboth', '?', 'Blutschänder', '!', 'must', 'ich', 'hören', ':', 'Daß', 'du', 'deß', 'Bruders', 'Weib', 'gedachtest', 'zu', 'entehren', '/', 'Noch', 'warm', 'von', 'seinem', 'Mord', '!', 'als', 'dises', 'Leid', 'verging', ';', 'Sah', ""'"", 'ich', 'den', 'neuen', 'Sturm', 'der', 'in', 'den', 'Lüfften', 'hing', '/', 'Vnd', 'gantz', 'Georgien', 'durch', 'jnnenländsche', 'Krige', 'In', 'Flamme', 'Rauch', 'vnd', 'Grauß', 'vnd', 'ungeheure', 'Sige', '/', 'Zu', 'stürtzen', 'mächtig', 'war', '.', 'Biß', 'der', 'Tyranne', 'kam', 'Vnd', 'mich', 'auß', 'meinem', 'Thron', 'mit', 'in', 'den', 'Kercker', 'nam', '.', 'Was', 'hab', 'ich', 'nicht', 'gesehn', '!', 'was', 'hab', 'ich', 'nicht', 'erlitten', '!', 'Was', 'hab', 'ich', 'nicht', 'beklagt', '!', 'wie', 'bin', 'ich', 'nicht', 'bestritten', '!', 'Was', 'hab', 'ich', 'nicht', 'erlebt', '!', 'vnd', 'was', 'erfahr', 'ich', 'noch', '!', 'Erlöser', '!', 'Ach', 'wie', 'lang', 'zih', 'ich', 'in', 'disem', 'Joch', '.', 'Wie', 'fern', 'von', 'meinem', 'Hoff', '!', 'vnd', 'weggeraubter', 'Crone', '!', 'Vnd', 'vmbgekehrten', 'Reich', '!', 'vnd', 'dem', 'verjagten', 'Sohne', '!', 'Mein', 'Kind', '!', 'mein', 'Tamaras', '!', 'hat', 'dich', 'der', 'Persen', 'Schwerdt', 'Hat', 'dich', 'der', 'grimme', 'Brand', 'Armeniens', 'verzehrt', '!', 'Ist', 'noch', 'von', 'Gurgistan', 'ein', 'Steinhauff', 'vberblieben', '!', 'Ist', 'wer', 'den', 'Abas', 'nicht', 'ins', 'Elend', 'hat', 'vertrieben', '!', 'Ist', 'jemand', 'auff', 'der', 'Welt', 'der', 'meine', 'Noth', 'beklag', '!', 'Der', '/', 'ob', 'ich', 'lebend', 'sey', '/', 'ob', 'ich', 'verschiden', '/', 'frag', '!', 'Ich', 'weiß', 'es', 'selber', 'nicht', '.', 'Mein', 'Leben', 'ist', 'beschlossen', ';', 'Doch', 'schnaub', 'ich', 'in', 'der', 'Angst', '.', 'Mein', 'Blut', 'ist', 'nicht', 'vergossen', ';', 'Doch', 'bin', 'ich', 'mehr', 'denn', 'Tod', '/', 'die', 'Erde', 'deckt', 'mich', 'nicht', ';', 'Doch', 'schleust', 'deß', 'Kerckers', 'Nacht', 'mein', 'trübes', 'Angesicht', '.']",
43,,,,,,LSch,positiv,21425,CATMA_24938AEA-9A90-4F54-AB56-E75D4EEB5426,55,Emotionen der Freude,positiv,21130,Freude,"Wer wündtschte mir nicht Glück als man auff dise Hare
Gurgistans Crone band / als in noch zartem Jahre
Der Printz Georgiens mich an die Seiten nam /
Vnd seines Zepters Gold in dise Rechte kam;
Wer jauchtzte nicht als ich den Tamaras geboren
Der zu deß Reiches Schirm vnd Hoffnung schien erkoren?","['Wer', 'wündtschte', 'mir', 'nicht', 'Glück', 'als', 'man', 'auff', 'dise', 'Hare', 'Gurgistans', 'Crone', 'band', '/', 'als', 'in', 'noch', 'zartem', 'Jahre', 'Der', 'Printz', 'Georgiens', 'mich', 'an', 'die', 'Seiten', 'nam', '/', 'Vnd', 'seines', 'Zepters', 'Gold', 'in', 'dise', 'Rechte', 'kam', ';', 'Wer', 'jauchtzte', 'nicht', 'als', 'ich', 'den', 'Tamaras', 'geboren', 'Der', 'zu', 'deß', 'Reiches', 'Schirm', 'vnd', 'Hoffnung', 'schien', 'erkoren', '?']",
44,,,,,,LSch,negativ,21966,CATMA_1A344BCD-CC59-484C-9ABF-C5F1540C4306,78,Emotionen des Leids,negativ,21530,Leid,"Wie offt saß ich bethränt so bald mein Schwäher klagte /
Vnd sein abtrünnig Blutt vor Gottes Recht außtagte!
Wenn er die greisen Har von seinem Schädel riß

Vnd Seufftzer / Fluch vnd Weh auff seinen Sohn außstiß
Wenn er das Licht verflucht das Constantin beschauet
Der mehr auff Persens Hoff denn Gottes Bund getrauet
Wenn er das letzte Kind mein werthes Ehgemahl
Als Balsam herber Wund' als Trost erhitzter Qual
Mit nassen Wangen küst'","['Wie', 'offt', 'saß', 'ich', 'bethränt', 'so', 'bald', 'mein', 'Schwäher', 'klagte', '/', 'Vnd', 'sein', 'abtrünnig', 'Blutt', 'vor', 'Gottes', 'Recht', 'außtagte', '!', 'Wenn', 'er', 'die', 'greisen', 'Har', 'von', 'seinem', 'Schädel', 'riß', 'Vnd', 'Seufftzer', '/', 'Fluch', 'vnd', 'Weh', 'auff', 'seinen', 'Sohn', 'außstiß', 'Wenn', 'er', 'das', 'Licht', 'verflucht', 'das', 'Constantin', 'beschauet', 'Der', 'mehr', 'auff', 'Persens', 'Hoff', 'denn', 'Gottes', 'Bund', 'getrauet', 'Wenn', 'er', 'das', 'letzte', 'Kind', 'mein', 'werthes', 'Ehgemahl', 'Als', 'Balsam', 'herber', 'Wund', ""'"", 'als', 'Trost', 'erhitzter', 'Qual', 'Mit', 'nassen', 'Wangen', 'küst', ""'""]",
45,,,,,,LSch,positiv,24080,CATMA_1AE61C6B-E2B6-41B1-A790-E155C6D2CB76,11,Emotionen der Freude,positiv,24027,Freude,Wie werd ich solche Freud' jhr können recht anzeigen?,"['Wie', 'werd', 'ich', 'solche', 'Freud', ""'"", 'jhr', 'können', 'recht', 'anzeigen', '?']",
