,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
51,franziska (Franziska),,,Zustand,,LS,Emotionale Bewegtheit,36192,CATMA_4227FEA5-6F67-44AF-8F73-EB85B1066DEA,89,Emotionale Bewegtheit,Emotionale Bewegtheit,35664,Emotionale Bewegtheit,"Auch ein Seufzer wider den Frieden! Wunderbar! der Friede sollte nur das Böse wieder
              gut machen, das der Krieg gestiftet, und er zerrüttet auch das Gute, was dieser sein
              Gegenpart etwa noch veranlasset hat. Der Friede sollte so eigensinnig nicht sein! –
              Und wie lange haben wir schon Friede? Die Zeit wird einem gewaltig lang, wenn es so
              wenig Neuigkeiten gibt. – Umsonst gehen die Posten wieder richtig; niemand schreibt;
              denn niemand hat was zu schreiben.
","['Auch', 'ein', 'Seufzer', 'wider', 'den', 'Frieden', '!', 'Wunderbar', '!', 'der', 'Friede', 'sollte', 'nur', 'das', 'Böse', 'wieder', 'gut', 'machen', ',', 'das', 'der', 'Krieg', 'gestiftet', ',', 'und', 'er', 'zerrüttet', 'auch', 'das', 'Gute', ',', 'was', 'dieser', 'sein', 'Gegenpart', 'etwa', 'noch', 'veranlasset', 'hat', '.', 'Der', 'Friede', 'sollte', 'so', 'eigensinnig', 'nicht', 'sein', '!', '–', 'Und', 'wie', 'lange', 'haben', 'wir', 'schon', 'Friede', '?', 'Die', 'Zeit', 'wird', 'einem', 'gewaltig', 'lang', ',', 'wenn', 'es', 'so', 'wenig', 'Neuigkeiten', 'gibt', '.', '–', 'Umsonst', 'gehen', 'die', 'Posten', 'wieder', 'richtig', ';', 'niemand', 'schreibt', ';', 'denn', 'niemand', 'hat', 'was', 'zu', 'schreiben', '.']"
52,,,,,,LS,negativ,36372,CATMA_5F00AEB8-F793-487D-9B46-495BD6680A60,14,Emotionen des Leids,negativ,36302,Leid,"Aber, daß er mir dieses nur einmal, nur ein einzigesmal geschrieben –
","['Aber', ',', 'daß', 'er', 'mir', 'dieses', 'nur', 'einmal', ',', 'nur', 'ein', 'einzigesmal', 'geschrieben', '–']"
53,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,36660,CATMA_69885D57-4C28-4B9A-958B-EBE9BDA22399,9,Emotionen der Angst,negativ,36621,Angst,"ängstlich und hitzig.
Daß er tod wäre?
","['ängstlich', 'und', 'hitzig', '.', 'Daß', 'er', 'tod', 'wäre', '?']"
54,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,36801,CATMA_C3D1E5C6-1ACB-4167-B887-976B4A253340,13,Emotionen der Ablehnung,negativ,36744,Ärger,"Du Quälgeist! Warte, Franziska, er soll dir es gedenken! ","['Du', 'Quälgeist', '!', 'Warte', ',', 'Franziska', ',', 'er', 'soll', 'dir', 'es', 'gedenken', '!']"
55,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,37154,CATMA_04085B90-D897-4F0C-BE53-0E4CBCF20B52,36,Emotionen der Angst,negativ,36916,Angst,"Wer weiß, in
              welche Verwirrung von Rechnungen und Nachweisungen er dadurch geraten? Wer weiß, zu
              welchem andern Regimente, in welche entlegne Provinz, er versetzt worden? Wer weiß,
              welche Umstände","['Wer', 'weiß', ',', 'in', 'welche', 'Verwirrung', 'von', 'Rechnungen', 'und', 'Nachweisungen', 'er', 'dadurch', 'geraten', '?', 'Wer', 'weiß', ',', 'zu', 'welchem', 'andern', 'Regimente', ',', 'in', 'welche', 'entlegne', 'Provinz', ',', 'er', 'versetzt', 'worden', '?', 'Wer', 'weiß', ',', 'welche', 'Umstände']"
56,franziska (Franziska),,,,,LS,positiv,37648,CATMA_A8E96346-C45C-4E85-8523-44384B32C248,4,Emotionen der Freude,positiv,37628,Freude,"Ein höflicher Mann!
","['Ein', 'höflicher', 'Mann', '!']"
57,,,der_wirt (Der Wirt),,,LS,negativ,40584,CATMA_CC94DC3B-C7DA-4135-BD04-A920031A5707,9,Emotionen der Ablehnung,negativ,40542,Ärger,"Einer Kammerfrau? das soll ich wohl sein?
","['Einer', 'Kammerfrau', '?', 'das', 'soll', 'ich', 'wohl', 'sein', '?']"
58,,,,,,LS,negativ,41089,CATMA_03BDE358-0080-4EA9-A61C-60180F298F35,76,Emotionen der Ablehnung,negativ,40632,Ärger,"Nun, Herr Wirt, so setzen Sie anstatt Kammerfrau, Kammerjungfer. – Ich höre, die
              Polizei ist sehr exakt; es möchte ein Mißverständnis geben, welches mir bei meinem
              Aufgebote einmal Händel machen könnte. Denn ich bin wirklich noch Jungfer, und heiße
              Franziska; mit dem  Geschlechtsnamen, Willig; Franziska Willig. Ich bin
              auch aus Thüringen. Mein Vater war Müller auf einem von den Gütern des gnädigen
","['Nun', ',', 'Herr', 'Wirt', ',', 'so', 'setzen', 'Sie', 'anstatt', 'Kammerfrau', ',', 'Kammerjungfer', '.', '–', 'Ich', 'höre', ',', 'die', 'Polizei', 'ist', 'sehr', 'exakt', ';', 'es', 'möchte', 'ein', 'Mißverständnis', 'geben', ',', 'welches', 'mir', 'bei', 'meinem', 'Aufgebote', 'einmal', 'Händel', 'machen', 'könnte', '.', 'Denn', 'ich', 'bin', 'wirklich', 'noch', 'Jungfer', ',', 'und', 'heiße', 'Franziska', ';', 'mit', 'dem', 'Geschlechtsnamen', ',', 'Willig', ';', 'Franziska', 'Willig', '.', 'Ich', 'bin', 'auch', 'aus', 'Thüringen', '.', 'Mein', 'Vater', 'war', 'Müller', 'auf', 'einem', 'von', 'den', 'Gütern', 'des', 'gnädigen']"
59,,,,,,LS,negativ,41476,CATMA_0B853823-81F0-4AC7-88A1-5384ACF2612D,68,Emotionen der Ablehnung,negativ,41089,Ärger,"              Fräuleins. Es heißt klein Rammsdorf. Die Mühle hat jetzt mein Bruder. Ich kam sehr
              jung auf den Hof, und ward mit dem gnädigen Fräulein erzogen. Wir sind von einem
              Alter; künftige Lichtmeß ein und zwanzig Jahr. Ich habe alles gelernt, was das gnädige
              Fräulein gelernt hat. Es soll mir lieb sein, wenn mich die Polizei recht kennt.
","['Fräuleins', '.', 'Es', 'heißt', 'klein', 'Rammsdorf', '.', 'Die', 'Mühle', 'hat', 'jetzt', 'mein', 'Bruder', '.', 'Ich', 'kam', 'sehr', 'jung', 'auf', 'den', 'Hof', ',', 'und', 'ward', 'mit', 'dem', 'gnädigen', 'Fräulein', 'erzogen', '.', 'Wir', 'sind', 'von', 'einem', 'Alter', ';', 'künftige', 'Lichtmeß', 'ein', 'und', 'zwanzig', 'Jahr', '.', 'Ich', 'habe', 'alles', 'gelernt', ',', 'was', 'das', 'gnädige', 'Fräulein', 'gelernt', 'hat', '.', 'Es', 'soll', 'mir', 'lieb', 'sein', ',', 'wenn', 'mich', 'die', 'Polizei', 'recht', 'kennt', '.']"
60,,,der_wirt (Der Wirt),,,LS,negativ,42105,CATMA_5C8BF4A8-D909-4A13-99E2-66422D1915FD,12,Emotionen der Ablehnung,negativ,42043,Ärger,"Sie nennen sich – Franziska, ich glaube wir werden vernommen.
","['Sie', 'nennen', 'sich', '–', 'Franziska', ',', 'ich', 'glaube', 'wir', 'werden', 'vernommen', '.']"
61,franziska (Franziska),,,,,LS,negativ,42226,CATMA_1781A284-3DA5-44A5-8D3B-DA6B6DC5F31B,16,Emotionen der Ablehnung,negativ,42117,Ärger,"Herr Wirt, die Polizei wird doch nicht die Geheimnisse eines Frauenzimmers zu wissen
              verlangen?","['Herr', 'Wirt', ',', 'die', 'Polizei', 'wird', 'doch', 'nicht', 'die', 'Geheimnisse', 'eines', 'Frauenzimmers', 'zu', 'wissen', 'verlangen', '?']"
62,das_fraeulein (Minna von Barnhelm),,,Ereignis,,LS,negativ,42547,CATMA_22613D7F-5D29-43EB-98C3-5946B2BDB230,7,Emotionen der Angst,negativ,42516,Angst,"Was wird ihm die Närrin sagen?
","['Was', 'wird', 'ihm', 'die', 'Närrin', 'sagen', '?']"
63,der_wirt (Der Wirt),,,,,LS,negativ,42647,CATMA_52208858-FD21-4FEB-AD33-97032F163711_0,8,Emotionen der Angst,negativ,42622,Angst,Wie? was? Mein Kind! mein,"['Wie', '?', 'was', '?', 'Mein', 'Kind', '!', 'mein']"
64,der_wirt (Der Wirt),,,,,LS,negativ,42656,CATMA_52208858-FD21-4FEB-AD33-97032F163711_1,4,Emotionen der Angst,negativ,42643,Angst,"mein Kind! –
","['mein', 'Kind', '!', '–']"
65,,das_fraeulein (Minna von Barnhelm),,,,LS,negativ,43316,CATMA_B348AE3C-A1C4-4B73-89FC-776433E9576A,12,Emotionen des Leids,negativ,43245,Leid,"Er
              verunglückte, zwei Meilen von hier, mit seinem Wagen; ","['Er', 'verunglückte', ',', 'zwei', 'Meilen', 'von', 'hier', ',', 'mit', 'seinem', 'Wagen', ';']"
66,,der_wirt (Der Wirt),,,,LS,negativ,44396,CATMA_74B4EE65-79EE-4A58-9A1C-E9BDBCFBE576,14,Emotionen des Leids,negativ,44317,Mitleid,"Die Kammerjungfern aus Sachsen, gnädiges Fräulein, sind wohl sehr mitleidig. –
","['Die', 'Kammerjungfern', 'aus', 'Sachsen', ',', 'gnädiges', 'Fräulein', ',', 'sind', 'wohl', 'sehr', 'mitleidig', '.', '–']"
67,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,44521,CATMA_C286A98E-9C55-4A02-99BE-DFD40D2B8F2D,20,Emotionen der Ablehnung,negativ,44411,Ärger,"Doch, Herr Wirt; das haben Sie nicht gut gemacht. Lieber hätten Sie uns nicht
              einnehmen sollen.
","['Doch', ',', 'Herr', 'Wirt', ';', 'das', 'haben', 'Sie', 'nicht', 'gut', 'gemacht', '.', 'Lieber', 'hätten', 'Sie', 'uns', 'nicht', 'einnehmen', 'sollen', '.']"
68,,,,,,LS,negativ,44647,CATMA_79AE17B6-1185-4104-90B1-35A3694DFACA,13,Emotionen des Leids,negativ,44582,Mitleid,"Ich höre, daß der Offizier, welcher durch uns verdrängt worden –
","['Ich', 'höre', ',', 'daß', 'der', 'Offizier', ',', 'welcher', 'durch', 'uns', 'verdrängt', 'worden', '–']"
69,das_fraeulein (Minna von Barnhelm),,unbekannt,,,LS,negativ,44745,CATMA_281C0ADF-35C4-4F52-8D6B-31A987F44D08,4,Emotionen des Leids,negativ,44731,Mitleid,"Wenn schon! –
","['Wenn', 'schon', '!', '–']"
70,,der_wirt (Der Wirt),,,,LS,negativ,44783,CATMA_8E11F205-03E6-423C-8643-0797C240AF7E,8,Emotionen des Leids,negativ,44756,Leid,"Mit dem es zu Ende geht. –
","['Mit', 'dem', 'es', 'zu', 'Ende', 'geht', '.', '–']"
71,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,44854,CATMA_F364BCC9-CD27-434F-8451-AFB924D69A0A,11,Emotionen des Leids,negativ,44798,Mitleid,"Desto schlimmer! Es soll ein sehr verdienter Mann sein.
","['Desto', 'schlimmer', '!', 'Es', 'soll', 'ein', 'sehr', 'verdienter', 'Mann', 'sein', '.']"
72,,,,,,LS,negativ,44906,CATMA_5EE169F5-87C8-43CF-B543-FC5906802A6E,10,Emotionen des Leids,negativ,44865,Leid,"Ich sage Ihnen ja, daß er abgedankt ist.
","['Ich', 'sage', 'Ihnen', 'ja', ',', 'daß', 'er', 'abgedankt', 'ist', '.']"
73,das_fraeulein (Minna von Barnhelm),,unpersönlich,,,LS,negativ,45078,CATMA_54C44606-5008-4060-B237-841682FF0278,8,Emotionen des Leids,negativ,45042,Mitleid,"So kann er sie nicht alle belohnen.
","['So', 'kann', 'er', 'sie', 'nicht', 'alle', 'belohnen', '.']"
74,das_fraeulein (Minna von Barnhelm),,,Objekt,,LS,Emotionale Bewegtheit,47023,CATMA_711E8FB2-E017-4638-81E8-01CD1FE58188,17,Emotionale Bewegtheit,Emotionale Bewegtheit,46960,Emotionale Bewegtheit,"Er ists, er ists! – Wie kommen Sie zu diesem Ringe, Herr Wirt?
","['Er', 'ists', ',', 'er', 'ists', '!', '–', 'Wie', 'kommen', 'Sie', 'zu', 'diesem', 'Ringe', ',', 'Herr', 'Wirt', '?']"
75,,,,,,LS,negativ,47192,CATMA_4751CF7C-859C-419B-A0BC-4D990D623813,17,Emotionen des Leids,negativ,47080,Leid,"Gnädiges Fräulein, gnädiges Fräulein,
              Sie werden mich nicht in Schaden und Unglück bringen wollen?","['Gnädiges', 'Fräulein', ',', 'gnädiges', 'Fräulein', ',', 'Sie', 'werden', 'mich', 'nicht', 'in', 'Schaden', 'und', 'Unglück', 'bringen', 'wollen', '?']"
76,franziska (Franziska),,,,,LS,Emotionale Bewegtheit,47614,CATMA_6C76E2E5-F4FD-4E6E-BA2A-88C9E7ED1402,9,Emotionale Bewegtheit,Emotionale Bewegtheit,47573,Emotionale Bewegtheit,"Erst geantwortet: von wem haben Sie ihn?
","['Erst', 'geantwortet', ':', 'von', 'wem', 'haben', 'Sie', 'ihn', '?']"
77,das_fraeulein (Minna von Barnhelm),,,,,LS,positiv,47773,CATMA_D25E2F0A-E36B-4827-A2E5-7AA74550FAE6,7,Emotionen der Zuneigung,positiv,47737,Liebe,Von dem besten Manne unter der Sonne,"['Von', 'dem', 'besten', 'Manne', 'unter', 'der', 'Sonne']"
78,,,,,,LS,positiv,48764,CATMA_6DCE073B-FB97-41F0-BD74-6015FF8310B8,31,Emotionen der Zuneigung,positiv,48595,Liebe,"Was
              ist er Ihnen schuldig? Wem ist er mehr schuldig? Bringen Sie mir alle seine Schuldner.
              Hier ist Geld. Hier sind Wechsel. Alles ist sein!
","['Was', 'ist', 'er', 'Ihnen', 'schuldig', '?', 'Wem', 'ist', 'er', 'mehr', 'schuldig', '?', 'Bringen', 'Sie', 'mir', 'alle', 'seine', 'Schuldner', '.', 'Hier', 'ist', 'Geld', '.', 'Hier', 'sind', 'Wechsel', '.', 'Alles', 'ist', 'sein', '!']"
79,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,48986,CATMA_6B56133B-64AB-4BFB-BB3D-93100AC07F59,18,Emotionen des Leids,negativ,48887,Mitleid,"Häßlicher Mann, wie konnten Sie gegen ihn so unfreundlich, so hart, so grausam
              sein?
","['Häßlicher', 'Mann', ',', 'wie', 'konnten', 'Sie', 'gegen', 'ihn', 'so', 'unfreundlich', ',', 'so', 'hart', ',', 'so', 'grausam', 'sein', '?']"
80,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,48985,CATMA_2D4CB66D-CB0C-4885-92E4-54ABC129A17F,18,Emotionen der Ablehnung,negativ,48887,Ärger,"Häßlicher Mann, wie konnten Sie gegen ihn so unfreundlich, so hart, so grausam
              sein?","['Häßlicher', 'Mann', ',', 'wie', 'konnten', 'Sie', 'gegen', 'ihn', 'so', 'unfreundlich', ',', 'so', 'hart', ',', 'so', 'grausam', 'sein', '?']"
81,,,,,,LS,positiv,49988,CATMA_608E8161-6F93-4E61-B262-A65A33FB03A2_0,104,Emotionen der Freude,positiv,49476,Freude,"Nun habe ich ihn wieder, Franziska! Siehst du, nun habe ich ihn wieder! Ich weiß
              nicht, wo ich vor Freuden bin! Freue dich doch mit, liebe Franziska. Aber freilich,
              warum du? Doch du sollst dich, du mußt dich mit mir freuen. Komm, Liebe, ich will dich
              beschenken, damit du dich mit mir freuen kannst. Sprich, Franziska, was soll ich dir
              geben? Was steht dir von meinen Sachen an? Was hättest du gern? Nimm, was du willst;
              aber freue dich nur.","['Nun', 'habe', 'ich', 'ihn', 'wieder', ',', 'Franziska', '!', 'Siehst', 'du', ',', 'nun', 'habe', 'ich', 'ihn', 'wieder', '!', 'Ich', 'weiß', 'nicht', ',', 'wo', 'ich', 'vor', 'Freuden', 'bin', '!', 'Freue', 'dich', 'doch', 'mit', ',', 'liebe', 'Franziska', '.', 'Aber', 'freilich', ',', 'warum', 'du', '?', 'Doch', 'du', 'sollst', 'dich', ',', 'du', 'mußt', 'dich', 'mit', 'mir', 'freuen', '.', 'Komm', ',', 'Liebe', ',', 'ich', 'will', 'dich', 'beschenken', ',', 'damit', 'du', 'dich', 'mit', 'mir', 'freuen', 'kannst', '.', 'Sprich', ',', 'Franziska', ',', 'was', 'soll', 'ich', 'dir', 'geben', '?', 'Was', 'steht', 'dir', 'von', 'meinen', 'Sachen', 'an', '?', 'Was', 'hättest', 'du', 'gern', '?', 'Nimm', ',', 'was', 'du', 'willst', ';', 'aber', 'freue', 'dich', 'nur', '.']"
82,,,,,,LS,positiv,50250,CATMA_608E8161-6F93-4E61-B262-A65A33FB03A2_1,23,Emotionen der Freude,positiv,50138,Freude,"kaufe dir, was du gern hättest. Fordere mehr, wenn es nicht zulangt. Aber freue dich
              nur mit mir. ","['kaufe', 'dir', ',', 'was', 'du', 'gern', 'hättest', '.', 'Fordere', 'mehr', ',', 'wenn', 'es', 'nicht', 'zulangt', '.', 'Aber', 'freue', 'dich', 'nur', 'mit', 'mir', '.']"
83,,,,,negativ,LS,positiv,50291,CATMA_1DF2EA24-7F5A-4E3F-84FD-70FA239990F3,10,Emotionen der Freude,negativ,50250,Freude,"Es ist so traurig, sich allein zu freuen.","['Es', 'ist', 'so', 'traurig', ',', 'sich', 'allein', 'zu', 'freuen', '.']"
84,,franziska (Franziska),,,,LS,positiv,50398,CATMA_75B851B6-17ED-44D3-A570-22C665FCDB37,8,Emotionen der Freude,positiv,50355,Freude,"Sie sind trunken, von Fröhlichkeit trunken.","['Sie', 'sind', 'trunken', ',', 'von', 'Fröhlichkeit', 'trunken', '.']"
85,,,,,,LS,positiv,50457,CATMA_2EAD4F07-FA15-465E-B2A4-4FD81160131D,7,Emotionen der Freude,positiv,50416,Freude,"Mädchen, ich habe einen zänkischen Rausch","['Mädchen', ',', 'ich', 'habe', 'einen', 'zänkischen', 'Rausch']"
86,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,50784,CATMA_F4B86B1A-0B69-49BD-BDC7-6CF968FE1189,12,Emotionen des Leids,negativ,50706,Mitleid,"für den ersten blessierten armen Soldaten, der uns
              anspricht. –
","['für', 'den', 'ersten', 'blessierten', 'armen', 'Soldaten', ',', 'der', 'uns', 'anspricht', '.', '–']"
87,der_wirt (Der Wirt),,,,,LS,negativ,50923,CATMA_860D701C-F0BE-4891-855F-0DD47F9D5333,6,Emotionen der Ablehnung,negativ,50884,Ärger,"Der widerwärtige, ungeschliffene Kerl!
","['Der', 'widerwärtige', ',', 'ungeschliffene', 'Kerl', '!']"
88,franziska (Franziska),,,,,LS,negativ,51052,CATMA_F57D56D3-C4C6-4D5E-926A-229BC7952006,7,Emotionen der Ablehnung,negativ,51018,Ärger,Bringen Sie doch den Schurken her.,"['Bringen', 'Sie', 'doch', 'den', 'Schurken', 'her', '.']"
89,,,,,,LS,positiv,51353,CATMA_41CB87E8-2556-4AD1-B1A8-5A65CF6AD0EB,6,Emotionen der Freude,positiv,51315,Freude,Ich kann den Augenblick nicht erwarten,"['Ich', 'kann', 'den', 'Augenblick', 'nicht', 'erwarten']"
90,,,,,,LS,positiv,51455,CATMA_C2E0A104-3D80-418B-AEFE-969CB91A055D,20,Emotionen der Freude,positiv,51355,Freude,"Aber, Franziska, du bist noch immer so kalt?
              Du willst dich noch nicht mit mir freuen?","['Aber', ',', 'Franziska', ',', 'du', 'bist', 'noch', 'immer', 'so', 'kalt', '?', 'Du', 'willst', 'dich', 'noch', 'nicht', 'mit', 'mir', 'freuen', '?']"
91,,franziska (Franziska),,,,LS,negativ,51713,CATMA_A51324A7-24AC-40A1-8230-D82DF6F36F79,20,Emotionen des Leids,negativ,51618,Leid,"Nach allem,
              was wir von ihm hören, muß es ihm übel gehn. Er muß unglücklich sein.","['Nach', 'allem', ',', 'was', 'wir', 'von', 'ihm', 'hören', ',', 'muß', 'es', 'ihm', 'übel', 'gehn', '.', 'Er', 'muß', 'unglücklich', 'sein', '.']"
92,,,,Zustand,,LS,negativ,51746,CATMA_7925F5F1-E5C4-4532-85BB-119E4E0A3E01,4,Emotionen des Leids,negativ,51714,Mitleid,"Das jammert
              mich.
","['Das', 'jammert', 'mich', '.']"
93,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,51774,CATMA_E6483F09-3FD2-491D-8C84-8BEE10E7D213,3,Emotionen des Leids,negativ,51761,Mitleid,Jammert dich?,"['Jammert', 'dich', '?']"
94,,,,,,LS,positiv,51871,CATMA_BA07ED33-7C86-478F-B493-037CC20CA585,16,Emotionen der Zuneigung,positiv,51777,Freundschaft,"Laß dich dafür umarmen, meine liebste Gespielin! Das will ich dir nie
              vergessen!","['Laß', 'dich', 'dafür', 'umarmen', ',', 'meine', 'liebste', 'Gespielin', '!', 'Das', 'will', 'ich', 'dir', 'nie', 'vergessen', '!']"
95,,,,,,LS,positiv,51912,CATMA_E46BD240-F118-4921-A98B-7A79E6635BAE,10,Emotionen der Zuneigung,positiv,51874,Liebe,"Ich bin nur verliebt, und du bist gut.","['Ich', 'bin', 'nur', 'verliebt', ',', 'und', 'du', 'bist', 'gut', '.']"
96,,just (Just),,,,LS,positiv,52803,CATMA_072C85A3-B6C5-49BF-917C-676D716ECD92,20,Emotionen der Zuneigung,positiv,52694,Freundschaft,"Nein; aber er kann die allzu höflichen Damen eben so wenig leiden, als die allzu
              groben Wirte.
","['Nein', ';', 'aber', 'er', 'kann', 'die', 'allzu', 'höflichen', 'Damen', 'eben', 'so', 'wenig', 'leiden', ',', 'als', 'die', 'allzu', 'groben', 'Wirte', '.']"
97,franziska (Franziska),,,,,LS,negativ,53963,CATMA_F936B4C9-8D35-4E2D-8D20-832B71C3FF05,1,Emotionen der Ablehnung,negativ,53950,Ärger,Unverschämter,['Unverschämter']
98,franziska (Franziska),,,,,LS,negativ,54097,CATMA_FF926DB5-160E-4B1B-BC37-D29B6D8580BA,5,Emotionen der Ablehnung,negativ,54074,Ärger,"Das ist ein Schlingel!
","['Das', 'ist', 'ein', 'Schlingel', '!']"
99,,,,,,LS,negativ,54458,CATMA_D12BD361-E87D-44CA-B52D-EDC148C3C90F,16,Emotionen des Leids,negativ,54355,Leid,"daß ich so unglücklich gewesen, wider
              meinen Willen, einen Mann von seinen Verdiensten –
","['daß', 'ich', 'so', 'unglücklich', 'gewesen', ',', 'wider', 'meinen', 'Willen', ',', 'einen', 'Mann', 'von', 'seinen', 'Verdiensten', '–']"
100,,,,Ereignis,,LS,positiv,54793,CATMA_E846AAA4-F956-402B-8C54-71319D1693D4_0,5,Emotionen der Freude,positiv,54773,Freude,Ich habe ihn wieder!,"['Ich', 'habe', 'ihn', 'wieder', '!']"
101,,,,Ereignis,,LS,positiv,54915,CATMA_E846AAA4-F956-402B-8C54-71319D1693D4_1,6,Emotionen der Freude,positiv,54889,Freude,Auch bin ich nicht allein!,"['Auch', 'bin', 'ich', 'nicht', 'allein', '!']"
102,,,,Ereignis,,LS,positiv,55140,CATMA_E846AAA4-F956-402B-8C54-71319D1693D4_2,31,Emotionen der Freude,positiv,54954,Freude,"Ein einziger dankbarer Gedanke gen Himmel ist das vollkommenste
              Gebet! – Ich hab ihn, ich hab ihn! Mit ausgebreiteten Armen.
 Ich bin
              glücklich! und fröhlich!","['Ein', 'einziger', 'dankbarer', 'Gedanke', 'gen', 'Himmel', 'ist', 'das', 'vollkommenste', 'Gebet', '!', '–', 'Ich', 'hab', 'ihn', ',', 'ich', 'hab', 'ihn', '!', 'Mit', 'ausgebreiteten', 'Armen', '.', 'Ich', 'bin', 'glücklich', '!', 'und', 'fröhlich', '!']"
103,,franziska (Franziska),,,,LS,positiv,55218,CATMA_21505A57-9F39-4368-A025-3C9F88B81854,11,Emotionen der Freude,positiv,55141,Freude,"Was kann der Schöpfer lieber sehen, als ein fröhliches
              Geschöpf","['Was', 'kann', 'der', 'Schöpfer', 'lieber', 'sehen', ',', 'als', 'ein', 'fröhliches', 'Geschöpf']"
104,,,,Ereignis,,LS,positiv,55442,CATMA_8CF5CEF4-785B-40E0-A186-0A5B4E3A0821,28,Emotionen der Freude,positiv,55303,Freude,"Mich jammert er nicht. Unglück ist auch gut. Vielleicht, daß ihm der Himmel
              alles nahm, um ihm in mir alles wieder zu geben!
","['Mich', 'jammert', 'er', 'nicht', '.', 'Unglück', 'ist', 'auch', 'gut', '.', 'Vielleicht', ',', 'daß', 'ihm', 'der', 'Himmel', 'alles', 'nahm', ',', 'um', 'ihm', 'in', 'mir', 'alles', 'wieder', 'zu', 'geben', '!']"
105,das_fraeulein (Minna von Barnhelm),,,,,LS,positiv,55831,CATMA_E28D3403-AF58-4757-BA58-097A27AD5D82,10,Emotionen der Freude,positiv,55779,Freude,"Wahrhaftig, Mädchen, du hast es wiederum getroffen.
","['Wahrhaftig', ',', 'Mädchen', ',', 'du', 'hast', 'es', 'wiederum', 'getroffen', '.']"
106,,franziska (Franziska),,,,LS,Emotionale Bewegtheit,56417,CATMA_20AFA4DB-9DBC-4817-903A-B96151664EE0,7,Emotionale Bewegtheit,Emotionale Bewegtheit,56385,Emotionale Bewegtheit,"Fassen Sie sich, mein Fräulein; ","['Fassen', 'Sie', 'sich', ',', 'mein', 'Fräulein', ';']"
107,,,,,,LS,Emotionale Bewegtheit,56495,CATMA_F4614FCF-4D0C-46FC-B2ED-FA187E2E73B9,9,Emotionale Bewegtheit,Emotionale Bewegtheit,56450,Emotionale Bewegtheit,"Mich fassen? Ich sollte ihn ruhig empfangen?
","['Mich', 'fassen', '?', 'Ich', 'sollte', 'ihn', 'ruhig', 'empfangen', '?']"
108,,,,,,LS,positiv,56645,CATMA_04A0ABCF-96A0-40C8-8095-00ED645237DE,12,Emotionen der Zuneigung,positiv,56604,Liebe,"flieht er auf sie zu.
Ah! meine Minna! –
","['flieht', 'er', 'auf', 'sie', 'zu', '.', 'Ah', '!', 'meine', 'Minna', '!', '–']"
109,,,,,,LS,positiv,56703,CATMA_86A33917-08E8-4935-B253-2A51F8F8E5A6,10,Emotionen der Zuneigung,positiv,56659,Liebe,"ihm entgegen fliehend.
Ah! mein Tellheim! –
","['ihm', 'entgegen', 'fliehend', '.', 'Ah', '!', 'mein', 'Tellheim', '!', '–']"
110,,,,,,LS,Emotionale Bewegtheit,56901,CATMA_C20E1FE4-64CE-437B-BF6C-671568766110_0,9,Emotionale Bewegtheit,Emotionale Bewegtheit,56855,Emotionale Bewegtheit,Kann Ihnen doch so gar unerwartet nicht sein? ,"['Kann', 'Ihnen', 'doch', 'so', 'gar', 'unerwartet', 'nicht', 'sein', '?']"
