,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,File
50,,,,,,VH,negativ,59780,CATMA_EA8F101E-80FD-4411-B37C-269359593B3B,33,Emotionen des Leids,negativ,59634,Leid,"O, ich Esel – was zündst du mir für ein abscheuliches Licht an – o mich frierts durch und durch – Nu, so wär ich auf die letzt doch der Gefoppte","['O', ',', 'ich', 'Esel', '–', 'was', 'zündst', 'du', 'mir', 'für', 'ein', 'abscheuliches', 'Licht', 'an', '–', 'o', 'mich', 'frierts', 'durch', 'und', 'durch', '–', 'Nu', ',', 'so', 'wär', 'ich', 'auf', 'die', 'letzt', 'doch', 'der', 'Gefoppte']",Mandoletti_main_emotion_class_filtered.csv
51,KASPAR,"['KASPAR', 'impliziter_Autor']",,,,VH,negativ,61042,CATMA_8947931B-9D7B-46E3-939B-B8F242E9A9D8,20,Emotionen der Ablehnung,negativ,60961,Ärger,(zornig) Du bleibst da – du bist in meinem Brod – und kommst mir nicht fort! – ,"['(', 'zornig', ')', 'Du', 'bleibst', 'da', '–', 'du', 'bist', 'in', 'meinem', 'Brod', '–', 'und', 'kommst', 'mir', 'nicht', 'fort', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
52,KASPAR,,,,,VH,negativ,61156,CATMA_EBE5D907-9D35-4187-B788-9775C562E0D7,5,Emotionen der Ablehnung,negativ,61134,Ärger,Du bleibst – oder – ,"['Du', 'bleibst', '–', 'oder', '–']",Mandoletti_main_emotion_class_filtered.csv
53,KASPAR,,LISETTE,,,VH,negativ,61318,CATMA_6F3E92AB-3931-4EA9-8057-AF04AD2B1399,16,Emotionen der Ablehnung,negativ,61245,Ärger,Meinem Weib – nu sauber – itzt darf ich nicht einmal ein Wort reden! – ,"['Meinem', 'Weib', '–', 'nu', 'sauber', '–', 'itzt', 'darf', 'ich', 'nicht', 'einmal', 'ein', 'Wort', 'reden', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
54,,,KASPAR,,,VH,positiv,61495,CATMA_9DA6097B-B26B-41D2-A716-14A6FFBF50E4_1,12,Emotionen der Freude,positiv,61446,Schadenfreude,"Und also geh ich, den Herrn Baron zu suchen! – ","['Und', 'also', 'geh', 'ich', ',', 'den', 'Herrn', 'Baron', 'zu', 'suchen', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
55,,,,,,VH,negativ,64027,CATMA_44561050-00A3-4E77-8E3E-440508FF0469,51,Emotionen der Ablehnung,negativ,63784,Ärger,"Was das wieder für eine verdammte Frage ist, (zu Evgen) Nu freylich ists meine Mahm – wie oft soll ich dirs noch sagen? – wenn du’s aber nicht glauben willst, so will ich dir’s mir meinem spanischen Rohr35 allenfalls begreiflich machen! ","['Was', 'das', 'wieder', 'für', 'eine', 'verdammte', 'Frage', 'ist', ',', '(', 'zu', 'Evgen', ')', 'Nu', 'freylich', 'ists', 'meine', 'Mahm', '–', 'wie', 'oft', 'soll', 'ich', 'dirs', 'noch', 'sagen', '?', '–', 'wenn', 'du', '’', 's', 'aber', 'nicht', 'glauben', 'willst', ',', 'so', 'will', 'ich', 'dir', '’', 's', 'mir', 'meinem', 'spanischen', 'Rohr35', 'allenfalls', 'begreiflich', 'machen', '!']",Mandoletti_main_emotion_class_filtered.csv
56,,,,,,VH,positiv,67049,CATMA_F89DB8F4-F829-4849-9191-0E796ADC2438,15,Emotionen der Freude,positiv,66972,Freude,"im Abgehn hält sie der Baron einen Augenblick auf, und sagt ihr freudig) ","['im', 'Abgehn', 'hält', 'sie', 'der', 'Baron', 'einen', 'Augenblick', 'auf', ',', 'und', 'sagt', 'ihr', 'freudig', ')']",Mandoletti_main_emotion_class_filtered.csv
57,Koch,,,,,VH,negativ,73081,CATMA_41618DEC-B44A-4220-9F7B-2A569D354397,13,Emotionen der Ablehnung,negativ,73009,Ärger,Wenns nur erst einfach geschehen ist – Sie bezahlen 2 Siebenzehner! – ,"['Wenns', 'nur', 'erst', 'einfach', 'geschehen', 'ist', '–', 'Sie', 'bezahlen', '2', 'Siebenzehner', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
58,Koch ,,,,,VH,negativ,73224,CATMA_53741BCB-BDD9-407C-99A3-B92381C1D5F9,10,Emotionen der Ablehnung,negativ,73178,Ärger,Cavallier hin oder her – der Herr bezahl! – ,"['Cavallier', 'hin', 'oder', 'her', '–', 'der', 'Herr', 'bezahl', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
59,,,,,,VH,negativ,73723,CATMA_E7AC42A0-B302-47C5-A2FA-BC4427392FA5,26,Emotionen der Ablehnung,negativ,73589,Ärger,"Lumpengesindel? einen ehrlichen Burgers Mann? – wart ich will dichs lehren du Windbeutel – itzt bezahl, oder ich schlag dich blau! –","['Lumpengesindel', '?', 'einen', 'ehrlichen', 'Burgers', 'Mann', '?', '–', 'wart', 'ich', 'will', 'dichs', 'lehren', 'du', 'Windbeutel', '–', 'itzt', 'bezahl', ',', 'oder', 'ich', 'schlag', 'dich', 'blau', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
60,,,,,,VH,negativ,73908,CATMA_704FBC75-80C3-47BF-ABC6-15CFD663F6E3,16,Emotionen des Leids,negativ,73832,Leid,Ik bitten tausendmal um der Verzeihung – aber ik nit aben Geld bey mir! – ,"['Ik', 'bitten', 'tausendmal', 'um', 'der', 'Verzeihung', '–', 'aber', 'ik', 'nit', 'aben', 'Geld', 'bey', 'mir', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
61,KASPAR,KASPAR,SCHEVALLIER,,,VH,negativ,73953,CATMA_E420F25C-16B8-410D-9975-06E74D0C37CB,9,Emotionen der Ablehnung,negativ,73918,Ärger,Was? – heraus mit die Dukaten! – ,"['Was', '?', '–', 'heraus', 'mit', 'die', 'Dukaten', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
62,,,,Ereignis,,VH,negativ,74734,CATMA_0196AF19-2602-43D6-9B1B-7A9462AD2441,20,Emotionen des Leids,negativ,74646,Leid,Ah mon dieu ik bitt – bitten um alles in der Welt nur – nur lassen meiner Arbeutel! – ,"['Ah', 'mon', 'dieu', 'ik', 'bitt', '–', 'bitten', 'um', 'alles', 'in', 'der', 'Welt', 'nur', '–', 'nur', 'lassen', 'meiner', 'Arbeutel', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
63,,,,,,VH,positiv,75078,CATMA_3FC4886C-E54E-46D1-AF5F-1E199EDAAD19,33,Emotionen der Freude,positiv,74914,Freude,"Ha! – ha! – nicht übel – ein französischer Harbeutel, itzt da mach ich eine Kastrollpastete dar-über, und gieb ihn heute beym Souppe als das vierte Eingemachte! –","['Ha', '!', '–', 'ha', '!', '–', 'nicht', 'übel', '–', 'ein', 'französischer', 'Harbeutel', ',', 'itzt', 'da', 'mach', 'ich', 'eine', 'Kastrollpastete', 'dar-über', ',', 'und', 'gieb', 'ihn', 'heute', 'beym', 'Souppe', 'als', 'das', 'vierte', 'Eingemachte', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
64,Madame_BUCHWALD,"['Madame_BUCHWALD', 'impliziter_Autor']",Herr_BUCHWALD,,,VH,positiv,75427,CATMA_BA43DBE1-B70A-4D76-BF8F-4AA4B5463677,7,Emotionen der Freude,positiv,75396,Schadenfreude,(hönisch) Diese Lebensart? – ,"['(', 'hönisch', ')', 'Diese', 'Lebensart', '?', '–']",Mandoletti_main_emotion_class_filtered.csv
65,Herr_BUCHWALD,Madame_BUCHWALD,,,,VH,negativ,75570,CATMA_04D78B60-BCCF-4900-8AED-9C8659E507BF,13,Emotionen der Ablehnung,negativ,75514,Ärger,Und was finden Sie denn gar so sehr an mir zu tadeln? ,"['Und', 'was', 'finden', 'Sie', 'denn', 'gar', 'so', 'sehr', 'an', 'mir', 'zu', 'tadeln', '?']",Mandoletti_main_emotion_class_filtered.csv
66,Herr_BUCHWALD,,,,,VH,negativ,75757,CATMA_06C6CCF5-6698-4855-B03B-247A3831C41C,34,Emotionen der Ablehnung,negativ,75589,Ärger,"Was? – alles in allem – ihr Aufstehen – ihr Schlafengehen, ihren Putz – ihre Sitten – kurz Madame sie müssen sich ändern – oder ich muß andere Mittel ergreiffen! – ","['Was', '?', '–', 'alles', 'in', 'allem', '–', 'ihr', 'Aufstehen', '–', 'ihr', 'Schlafengehen', ',', 'ihren', 'Putz', '–', 'ihre', 'Sitten', '–', 'kurz', 'Madame', 'sie', 'müssen', 'sich', 'ändern', '–', 'oder', 'ich', 'muß', 'andere', 'Mittel', 'ergreiffen', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
67,,,,,,VH,negativ,76065,CATMA_08F508E7-8C4A-4B9B-B929-5EFA496C2480,16,Emotionen des Leids,negativ,75980,Leid,Wenn Sie den Ton des ehrlichen Mannes dafür gelten lassen wollen – auch das Madame!,"['Wenn', 'Sie', 'den', 'Ton', 'des', 'ehrlichen', 'Mannes', 'dafür', 'gelten', 'lassen', 'wollen', '–', 'auch', 'das', 'Madame', '!']",Mandoletti_main_emotion_class_filtered.csv
68,,,Madame_BUCHWALD,,,VH,negativ,77883,CATMA_64EF86A2-B813-4186-881D-FAAEBB650285,12,Emotionen des Leids,negativ,77835,Leid,Der – der das Unglück hat ihr Mann zu seyn! – ,"['Der', '–', 'der', 'das', 'Unglück', 'hat', 'ihr', 'Mann', 'zu', 'seyn', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
69,,,,,,VH,negativ,78130,CATMA_7DAF8230-F601-43B2-A894-85B3EFC5912F,53,Emotionen der Ablehnung,negativ,77902,Ärger,Mein Mann? – Sie mein Herr wollten mir verbiethen zu meiner Mutter zu gehen – sie zu besuchen? – das will ich sehen – das wird meine Mutter Ihnen zeigen! ob Sie das können – dürfen? ha! ha! ha! – Seht doch das Männchen! – ,"['Mein', 'Mann', '?', '–', 'Sie', 'mein', 'Herr', 'wollten', 'mir', 'verbiethen', 'zu', 'meiner', 'Mutter', 'zu', 'gehen', '–', 'sie', 'zu', 'besuchen', '?', '–', 'das', 'will', 'ich', 'sehen', '–', 'das', 'wird', 'meine', 'Mutter', 'Ihnen', 'zeigen', '!', 'ob', 'Sie', 'das', 'können', '–', 'dürfen', '?', 'ha', '!', 'ha', '!', 'ha', '!', '–', 'Seht', 'doch', 'das', 'Männchen', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
70,,,,,,VH,negativ,78395,CATMA_DA094666-2600-41C5-98FA-973549F5DA28,24,Emotionen der Ablehnung,negativ,78279,Ärger,(zornig) Halten Sie ein mein Herr – Ihre Herabwürdigung geht zu weit; Sie wollen eine Sklavin aus mir machen! – ,"['(', 'zornig', ')', 'Halten', 'Sie', 'ein', 'mein', 'Herr', '–', 'Ihre', 'Herabwürdigung', 'geht', 'zu', 'weit', ';', 'Sie', 'wollen', 'eine', 'Sklavin', 'aus', 'mir', 'machen', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
71,Madame_BUCHWALD,,,,,VH,negativ,79008,CATMA_703916B3-4B9D-4FFA-BAF2-B2BF8F091226,11,Emotionen der Angst,negativ,78959,Angst,"Aber bedenk nur, was die Leute sagen werden! – ","['Aber', 'bedenk', 'nur', ',', 'was', 'die', 'Leute', 'sagen', 'werden', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
72,,,,,,VH,positiv,80658,CATMA_E4CBFD55-DFE8-4560-BD75-2D7DBFD0A1E5,12,Emotionen der Zuneigung,positiv,80608,Liebe,"die Leute wissen ja, wie gern ich Sie habe! – ","['die', 'Leute', 'wissen', 'ja', ',', 'wie', 'gern', 'ich', 'Sie', 'habe', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
73,,,,,,VH,negativ,80761,CATMA_1DB82AAC-B57F-4008-B60A-F1D16322A105,7,Emotionen des Leids,negativ,80725,Leid,Nein so was ertrag ich nimmermehr – ,"['Nein', 'so', 'was', 'ertrag', 'ich', 'nimmermehr', '–']",Mandoletti_main_emotion_class_filtered.csv
74,,,,,,VH,negativ,80933,CATMA_EBC3F98D-607F-4119-9D58-3F1C8A7DA2FA,33,Emotionen der Ablehnung,negativ,80761,Ärger,"(plötz-lich aufspringend) Kurz mein Herr, morgen laß ich mich von Ihnen scheiden – heute noch will ich Anzeige machen, wie Sie mich tractiren – Sie gottloser Mann! – ","['(', 'plötz-lich', 'aufspringend', ')', 'Kurz', 'mein', 'Herr', ',', 'morgen', 'laß', 'ich', 'mich', 'von', 'Ihnen', 'scheiden', '–', 'heute', 'noch', 'will', 'ich', 'Anzeige', 'machen', ',', 'wie', 'Sie', 'mich', 'tractiren', '–', 'Sie', 'gottloser', 'Mann', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
75,,,,,,VH,negativ,81451,CATMA_87E39E0A-3D8F-4DEC-A856-E0AE6309B2F7,61,Emotionen der Ablehnung,negativ,81153,Ärger,"Nein! Sie sollen nicht einmal das Vergnügen haben, mich durch ihren Spott zu quälen – lachen – auslachen will ich Sie, und Ihnen alles doppelt zu Fleiß thun – und damit Sie’s nur sehn – so fahr ich auf der Stelle zu meiner Mutter und die wird mit Ihnen aus einem ganz andern Tone sprechen! ","['Nein', '!', 'Sie', 'sollen', 'nicht', 'einmal', 'das', 'Vergnügen', 'haben', ',', 'mich', 'durch', 'ihren', 'Spott', 'zu', 'quälen', '–', 'lachen', '–', 'auslachen', 'will', 'ich', 'Sie', ',', 'und', 'Ihnen', 'alles', 'doppelt', 'zu', 'Fleiß', 'thun', '–', 'und', 'damit', 'Sie', '’', 's', 'nur', 'sehn', '–', 'so', 'fahr', 'ich', 'auf', 'der', 'Stelle', 'zu', 'meiner', 'Mutter', 'und', 'die', 'wird', 'mit', 'Ihnen', 'aus', 'einem', 'ganz', 'andern', 'Tone', 'sprechen', '!']",Mandoletti_main_emotion_class_filtered.csv
76,,"['Madame_BUCHWALD', 'impliziter_Autor']",,,,VH,negativ,82289,CATMA_B23BB6F2-4D90-4402-8AEA-2B61B4DBE21B,44,Emotionen des Leids,negativ,82059,Leid,(Geht weinend mit gefaltenen Händen umher) Ich möchte rasend werden – so herabge-würdiget – so beschimpfet; ich – die ich auf die Hand eines Grafens Ansprüche machen könnte – was bin ich nun? – Ein elendes Kaufmannsweib!! – ,"['(', 'Geht', 'weinend', 'mit', 'gefaltenen', 'Händen', 'umher', ')', 'Ich', 'möchte', 'rasend', 'werden', '–', 'so', 'herabge-würdiget', '–', 'so', 'beschimpfet', ';', 'ich', '–', 'die', 'ich', 'auf', 'die', 'Hand', 'eines', 'Grafens', 'Ansprüche', 'machen', 'könnte', '–', 'was', 'bin', 'ich', 'nun', '?', '–', 'Ein', 'elendes', 'Kaufmannsweib', '!', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
77,,,,,,VH,negativ,82413,CATMA_E04FE12D-C089-4CB4-A30E-FF34510F6C40,14,Emotionen der Ablehnung,negativ,82334,Ärger,Elendes Kaufmannsweib? Ha Weib! – laß dirs nicht gelüsten mich da anzugreifen,"['Elendes', 'Kaufmannsweib', '?', 'Ha', 'Weib', '!', '–', 'laß', 'dirs', 'nicht', 'gelüsten', 'mich', 'da', 'anzugreifen']",Mandoletti_main_emotion_class_filtered.csv
78,,,,,,VH,negativ,84444,CATMA_60F10519-AD90-424E-B5F9-383F511D517D,29,Emotionen des Leids,negativ,84318,Leid,"Ihro Gnaden ich bin da, er hat mich eingesperrt – ach hel-fen Sie mir – retten Sie mich! o! ich überleb den Schimpf nicht! –","['Ihro', 'Gnaden', 'ich', 'bin', 'da', ',', 'er', 'hat', 'mich', 'eingesperrt', '–', 'ach', 'hel-fen', 'Sie', 'mir', '–', 'retten', 'Sie', 'mich', '!', 'o', '!', 'ich', 'überleb', 'den', 'Schimpf', 'nicht', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
79,Frau_KATZENBALG,,unpersönlich,,,VH,negativ,84590,CATMA_387A016D-7559-4E89-92B7-F633E3B24ACE,15,Emotionen der Ablehnung,negativ,84515,Ärger,Wer hat sich das unterstanden? – wer dürfte sich das wohl unterstehen? – ,"['Wer', 'hat', 'sich', 'das', 'unterstanden', '?', '–', 'wer', 'dürfte', 'sich', 'das', 'wohl', 'unterstehen', '?', '–']",Mandoletti_main_emotion_class_filtered.csv
80,Frau_KATZENBALG,,,,,VH,positiv,85402,CATMA_0E824EC4-0B12-4EAB-B354-70731CBED95A,17,Emotionen der Freude,positiv,85320,Freude,Einen Passe part tout – o! lieber göttlicher Chevalier! versuchen Sie es doch! – ,"['Einen', 'Passe', 'part', 'tout', '–', 'o', '!', 'lieber', 'göttlicher', 'Chevalier', '!', 'versuchen', 'Sie', 'es', 'doch', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
81,SCHEVALLIER,,,Ereignis,,VH,positiv,85912,CATMA_F88C3B1C-7DC3-4D74-A514-12247C2D0347,9,Emotionen der Freude,positiv,85883,Freude,ah fort bien!50 es geht! – ,"['ah', 'fort', 'bien', '!', '50', 'es', 'geht', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
82,"['Frau_KATZENBALG', 'Graf_BLAUFINK', 'Madame_BUCHWALD', 'SCHEVALLIER']",,,Ereignis,,VH,positiv,85955,CATMA_78BF0C54-3A02-459C-B6E2-48A14921C9DA,8,Emotionen der Freude,positiv,85923,Freude,"Es geht! – Bravo, bravissimo! ","['Es', 'geht', '!', '–', 'Bravo', ',', 'bravissimo', '!']",Mandoletti_main_emotion_class_filtered.csv
83,Frau_KATZENBALG,,,,,VH,negativ,86411,CATMA_D90D0DAC-49BB-4ACE-B5B1-FD4BCDB1B796,28,Emotionen des Leids,negativ,86263,Mitleid,Aber um des Himmelswillen Janette wie siehst du aus? die Haare alle in de-sordres – die Augen völlig wundgeweinet – Kind was hats da gegeben? – ,"['Aber', 'um', 'des', 'Himmelswillen', 'Janette', 'wie', 'siehst', 'du', 'aus', '?', 'die', 'Haare', 'alle', 'in', 'de-sordres', '–', 'die', 'Augen', 'völlig', 'wundgeweinet', '–', 'Kind', 'was', 'hats', 'da', 'gegeben', '?', '–']",Mandoletti_main_emotion_class_filtered.csv
84,,,,,,VH,negativ,86751,CATMA_C4224FC5-E709-40B1-B9C9-37F0B3A46C68,21,Emotionen des Leids,negativ,86643,Leid,"O! ich möchte vergehen, wenn ich Ihnen alles wiederholte! – Friseur, Kammer-mädchen hat er abgedankt! – ","['O', '!', 'ich', 'möchte', 'vergehen', ',', 'wenn', 'ich', 'Ihnen', 'alles', 'wiederholte', '!', '–', 'Friseur', ',', 'Kammer-mädchen', 'hat', 'er', 'abgedankt', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
85,Madame_BUCHWALD,,,,,VH,negativ,86829,CATMA_575F5F1A-A50C-4977-A591-86A93D58B7DB_0,9,Emotionen des Leids,negativ,86791,Leid,"Ball, Spiel, und Soupé verbothen! – ","['Ball', ',', 'Spiel', ',', 'und', 'Soupé', 'verbothen', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
86,Madame_BUCHWALD,,,,,VH,negativ,86915,CATMA_575F5F1A-A50C-4977-A591-86A93D58B7DB_1,10,Emotionen des Leids,negativ,86869,Leid,O! nun kömmt erst gar was Schreckliches! –  ,"['O', '!', 'nun', 'kömmt', 'erst', 'gar', 'was', 'Schreckliches', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
87,Madame_BUCHWALD,,,,,VH,negativ,86994,CATMA_575F5F1A-A50C-4977-A591-86A93D58B7DB_2,11,Emotionen des Leids,negativ,86951,Leid,"Stellen sie sich vor! – Roß und Wagen, – ","['Stellen', 'sie', 'sich', 'vor', '!', '–', 'Roß', 'und', 'Wagen', ',', '–']",Mandoletti_main_emotion_class_filtered.csv
88,Madame_BUCHWALD,,,,,VH,negativ,87060,CATMA_575F5F1A-A50C-4977-A591-86A93D58B7DB_3,5,Emotionen des Leids,negativ,87040,Leid,Hat er verkauft! – ,"['Hat', 'er', 'verkauft', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
89,,,,,,VH,negativ,88838,CATMA_C1099948-611C-4AF4-ABB2-CE1FDAC7A1CC,17,Emotionen der Angst,negativ,88761,Angst,Mein Gott ich fürchte nur das Uebel ärger zu machen – Sie kennen ihn ja! – ,"['Mein', 'Gott', 'ich', 'fürchte', 'nur', 'das', 'Uebel', 'ärger', 'zu', 'machen', '–', 'Sie', 'kennen', 'ihn', 'ja', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
90,,,Madame_BUCHWALD,,,VH,positiv,89128,CATMA_22F3F040-6E99-4DBC-BA65-E84EB9BED023,8,Emotionen der Freude,positiv,89107,Freude, Ja! ja! mit uns! –  ,"['Ja', '!', 'ja', '!', 'mit', 'uns', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
91,,,,,,VH,positiv,93415,CATMA_779BD752-160A-4DD6-8F98-2E09DB82E1DD,37,Emotionen der Freude,positiv,93252,Freude,Juhe! das ist ja gar lustig – richtig ich führ’s Weiberl auf den Ball – und werd’s Ihnen schon in die Hände spielen – so hat kein Teufel einen Verdacht Baron! ,"['Juhe', '!', 'das', 'ist', 'ja', 'gar', 'lustig', '–', 'richtig', 'ich', 'führ', '’', 's', 'Weiberl', 'auf', 'den', 'Ball', '–', 'und', 'werd', '’', 's', 'Ihnen', 'schon', 'in', 'die', 'Hände', 'spielen', '–', 'so', 'hat', 'kein', 'Teufel', 'einen', 'Verdacht', 'Baron', '!']",Mandoletti_main_emotion_class_filtered.csv
92,WELLBACH_Lindenthal,,,,,VH,positiv,94213,CATMA_2BFF52A1-50F5-4C6E-BD2A-0B7F1FE23100,29,Emotionen der Freude,positiv,94067,Freude,Bravo! bravissimo! – das ist ein herrlicher Einfall – zum küssen – für dein  Weib – und sie hat gerade deines Weibes Grösse und Taille! – ,"['Bravo', '!', 'bravissimo', '!', '–', 'das', 'ist', 'ein', 'herrlicher', 'Einfall', '–', 'zum', 'küssen', '–', 'für', 'dein', 'Weib', '–', 'und', 'sie', 'hat', 'gerade', 'deines', 'Weibes', 'Grösse', 'und', 'Taille', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
93,,,,,,VH,positiv,94409,CATMA_E89CFD84-D497-4737-8990-5965AA9A76EA,38,Emotionen der Freude,positiv,94236,Freude,Das ist herrlich! trefflich! – Euer Gnaden die 200 Dukaten sind mein – sind mein – ich geh und hohl meines Weibes Kleider! bin den Augenblick wieder da! – (schnell ab.) ,"['Das', 'ist', 'herrlich', '!', 'trefflich', '!', '–', 'Euer', 'Gnaden', 'die', '200', 'Dukaten', 'sind', 'mein', '–', 'sind', 'mein', '–', 'ich', 'geh', 'und', 'hohl', 'meines', 'Weibes', 'Kleider', '!', 'bin', 'den', 'Augenblick', 'wieder', 'da', '!', '–', '(', 'schnell', 'ab', '.', ')']",Mandoletti_main_emotion_class_filtered.csv
94,PAUL,,WELLBACH_Lindenthal,,,VH,negativ,94501,CATMA_FA566B36-CEC1-4F94-AFB3-6B37906CE408,4,Emotionen des Leids,negativ,94479,Leid,Aber gnädiger Herr! ,"['Aber', 'gnädiger', 'Herr', '!']",Mandoletti_main_emotion_class_filtered.csv
95,,,,,,VH,positiv,94582,CATMA_4F7E6BFA-C552-428D-A4C5-1C10E9E2B6F5_0,6,Emotionen der Zuneigung,positiv,94551,Liebe,so wahr ich die Baroninn liebe ,"['so', 'wahr', 'ich', 'die', 'Baroninn', 'liebe']",Mandoletti_main_emotion_class_filtered.csv
96,,,,,,VH,positiv,94935,CATMA_4F7E6BFA-C552-428D-A4C5-1C10E9E2B6F5_1,15,Emotionen der Zuneigung,positiv,94857,Liebe,für mich giebt es kein anderes Geschäft mehr als die Liebe der Baronin! – ,"['für', 'mich', 'giebt', 'es', 'kein', 'anderes', 'Geschäft', 'mehr', 'als', 'die', 'Liebe', 'der', 'Baronin', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
97,,,WELLBACH_Lindenthal,,,VH,negativ,94998,CATMA_625C40BC-5542-4480-8E65-74E50B1E6714,13,Emotionen des Leids,negativ,94943,Leid,O! wenn ich das einst von Ihrer Frau sagen könnte! – ,"['O', '!', 'wenn', 'ich', 'das', 'einst', 'von', 'Ihrer', 'Frau', 'sagen', 'könnte', '!', '–']",Mandoletti_main_emotion_class_filtered.csv
98,AMALIA_Blande,,,,,VH,negativ,96403,CATMA_0ECF12F8-9AAC-4F67-ABF1-9BB9D4C8FC81,21,Emotionen des Leids,negativ,96295,Mitleid,– daß soll wohl gar über den armen Betrogenen ihr Mitleid rege machen – und hab ich nur einmal ihr Mitleid,"['–', 'daß', 'soll', 'wohl', 'gar', 'über', 'den', 'armen', 'Betrogenen', 'ihr', 'Mitleid', 'rege', 'machen', '–', 'und', 'hab', 'ich', 'nur', 'einmal', 'ihr', 'Mitleid']",Mandoletti_main_emotion_class_filtered.csv
99,AMALIA_Blande,impliziter_Autor,unbekannt,,,VH,negativ,97711,CATMA_C28F4874-8918-47E1-8808-53D09AE8CE33,1,Emotionen des Leids,negativ,97703,Leid,seufzend,['seufzend'],Mandoletti_main_emotion_class_filtered.csv
100,,,,,,VH,negativ,98158,CATMA_AD32B2F2-DE85-4EB4-8ABD-60762745A8C3,81,Emotionen des Leids,negativ,97713,Leid,"O daß dieser Haß auch alle übrige Gefühle – die ein einziger dieses grausamen Ge-schlechtes in mir zurückgelassen hatte, auf ewig verlöschen könnte – wie wohl wäre mir dann – aber was ist all mein Haß – all mein Vorsatz? eine Fiebertändeley – denn all meinen Entwürfen zum Trotz, flieht ein Gedanke an den treulosen Verräther durch mein  Gehirn – und weg ist der Vorsatz und Haß – ich bin wieder in der alten Sklaverey der Liebe – ","['O', 'daß', 'dieser', 'Haß', 'auch', 'alle', 'übrige', 'Gefühle', '–', 'die', 'ein', 'einziger', 'dieses', 'grausamen', 'Ge-schlechtes', 'in', 'mir', 'zurückgelassen', 'hatte', ',', 'auf', 'ewig', 'verlöschen', 'könnte', '–', 'wie', 'wohl', 'wäre', 'mir', 'dann', '–', 'aber', 'was', 'ist', 'all', 'mein', 'Haß', '–', 'all', 'mein', 'Vorsatz', '?', 'eine', 'Fiebertändeley', '–', 'denn', 'all', 'meinen', 'Entwürfen', 'zum', 'Trotz', ',', 'flieht', 'ein', 'Gedanke', 'an', 'den', 'treulosen', 'Verräther', 'durch', 'mein', 'Gehirn', '–', 'und', 'weg', 'ist', 'der', 'Vorsatz', 'und', 'Haß', '–', 'ich', 'bin', 'wieder', 'in', 'der', 'alten', 'Sklaverey', 'der', 'Liebe', '–']",Mandoletti_main_emotion_class_filtered.csv
